label,youtube_id,time_start,time_end,split
deadlifting,U7B_CxhXgYM,0,10,validate
tap dancing,U7aPYtStQ0Y,107,117,validate
snowkiting,U7daEadQWAA,52,62,validate
pull ups,U7fP08R37EA,13,23,validate
headbanging,U8-SqOu3QLU,3,13,validate
dancing macarena,U8_bfjsZIsI,54,64,validate
swing dancing,U8cYvTzG1FQ,0,10,validate
playing xylophone,U96UWdc-3Aw,0,10,validate
playing ukulele,U99DaKdNOGo,0,10,validate
beatboxing,U99IOEerPLo,2,12,validate
washing hands,U9ADoMTAMjI,47,57,validate
cleaning floor,U9DHWL_AzwU,33,43,validate
getting a haircut,U9QFI8-Q2sA,24,34,validate
springboard diving,U9XhlMhhUcw,137,147,validate
roller skating,U9p0R5xIppg,37,47,validate
eating cake,U9u4nFJvVLI,17,27,validate
making pizza,U9ulxegfHko,25,35,validate
egg hunting,U9vSW3-zJ9s,7,17,validate
catching or throwing baseball,U9zBDYcLFPY,0,10,validate
deadlifting,U9zVE_D9kRI,3,13,validate
snatch weight lifting,UAHoOHpQWlA,53,63,validate
sanding floor,UAIJnI7fQYo,2,12,validate
waiting in line,UBjwOghFbvY,12,22,validate
salsa dancing,UBk3z-la0b4,64,74,validate
headbanging,UBpjzW3sfDY,3,13,validate
playing accordion,UBvJD2xjtvY,0,10,validate
crossing river,UBwqZVYdaLo,6,16,validate
watering plants,UC2LhYkbQvc,143,153,validate
sword fighting,UCa9gsGh-gI,3,13,validate
playing cards,UCwE5xihGyY,454,464,validate
riding scooter,UD1WhklY3hU,1,11,validate
balloon blowing,UD4Ar_Y1_w8,25,35,validate
exercising with an exercise ball,UD7IUP4HjOw,26,36,validate
scrambling eggs,UDJVPZjhBOM,10,20,validate
crying,UDbkzG6Rdjs,236,246,validate
playing xylophone,UDvJMRGynnE,0,10,validate
front raises,UE90L-6t2tw,0,10,validate
washing hands,UEfeZIXuXeY,4,14,validate
ice skating,UEiQRslCRQU,81,91,validate
news anchoring,UEzfgklJwco,170,180,validate
setting table,UFL5-JlRVdU,462,472,validate
abseiling,UFRaLM26S24,16,26,validate
passing American football (not in game),UFTCRxhwP_Q,0,10,validate
shot put,UFpdMfP3XPc,3,13,validate
pull ups,UGFRvAB22fg,38,48,validate
playing badminton,UGXwS4d90Ao,118,128,validate
shooting goal (soccer),UGbVU0SGPUo,4,14,validate
pumping fist,UGlJS-x2xlk,120,130,validate
vault,UH2kLbuXMRw,14,24,validate
unboxing,UHYI4lHaclI,76,86,validate
folding napkins,UHsbj8OUTpk,119,129,validate
drinking beer,UI9w7UG-C_I,159,169,validate
getting a tattoo,UIBh572A7oA,98,108,validate
playing squash or racquetball,UIC10idnF8M,35,45,validate
riding camel,UIZ8yKFvgrg,46,56,validate
driving car,UItbuPersiY,95,105,validate
playing cymbals,UJElpZtqeB8,1,11,validate
parasailing,UJJ7bi6LCKY,0,10,validate
skiing slalom,UK9r7mu9A-s,483,493,validate
playing ice hockey,UKGWaUaRXi4,95,105,validate
bobsledding,UKGlSfJTn3U,40,50,validate
riding elephant,UKOLkfA3cN0,168,178,validate
setting table,UKgzRbQU1rE,233,243,validate
ripping paper,UKu3-g_xH9s,34,44,validate
punching person (boxing),UL0MlmAzn6Y,376,386,validate
kicking soccer ball,UL9YWRaPAxM,1,11,validate
curling hair,ULN4M6-e5FU,44,54,validate
