label,youtube_id,time_start,time_end,split
air drumming,a94C5iyOC5s,2,12,train
playing chess,a95XULoPxYM,16,26,train
spinning poi,a96h--ga8xU,0,10,train
mopping floor,a970njqVFiQ,221,231,train
peeling apples,a97IjMP48pU,0,10,train
sneezing,a994DZ3BSGQ,17,27,train
riding a bike,a9Cqu6ru_cA,6,16,train
feeding fish,a9CrT1Q-kC8,1,11,train
mopping floor,a9EhkJf0xOc,0,10,train
capoeira,a9I2fVhgefY,32,42,train
folding napkins,a9KdTRsQGaE,452,462,train
breakdancing,a9Ogv_ojQdE,43,53,train
knitting,a9PMOfpGGHo,78,88,train
playing tennis,a9PZHwYbPDY,409,419,train
ripping paper,a9Rky8fdbyQ,33,43,train
massaging back,a9SAPNS-voc,11,21,train
windsurfing,a9SxddHhO2E,16,26,train
scuba diving,a9TGjWyR2Mo,11,21,train
somersaulting,a9Txue3b9cc,1,11,train
making jewelry,a9UwjFdISb8,150,160,train
clapping,a9VTzmYh7HY,3,13,train
playing xylophone,a9XXsoXuACM,5,15,train
snowkiting,a9ZML5PF2K4,107,117,train
chopping wood,a9bz1_Ziumo,0,10,train
building cabinet,a9dt4kYBPC0,2,12,train
opening bottle,a9edgLcHN1M,21,31,train
cooking egg,a9fVMm3bHYs,4,14,train
swinging legs,a9gYgHAwBmA,0,10,train
snorkeling,a9hSgt-8L7o,27,37,train
flying kite,a9i7S-njfGY,60,70,train
crossing river,a9in9_7h6mE,0,10,train
spray painting,a9jG8rejhvY,103,113,train
auctioning,a9jJGzKlh3Q,180,190,train
golf putting,a9jVVS7OIPY,78,88,train
flying kite,a9jW_mBF26I,22,32,train
walking the dog,a9jkbha8bmc,2,12,train
hitting baseball,a9k5ZJVeWx4,60,70,train
pushing cart,a9klvvCMx1E,9,19,train
riding or walking with horse,a9lfOkfDsYQ,4,14,train
applying cream,a9mYkIOb5QM,239,249,train
dancing macarena,a9nKJuji61A,0,10,train
opening bottle,a9oLlwgVj38,3,13,train
plastering,a9r_4q54F3U,233,243,train
playing guitar,a9tDeAJo1MM,28,38,train
folding paper,a9uMW6j48cU,155,165,train
weaving basket,a9uaQ4sPgEs,48,58,train
massaging person's head,a9xJy-S5wJs,52,62,train
