label,youtube_id,time_start,time_end,split
wrapping present,n-RxAgB1jBY,367,377,train
pushing cart,n-SSsCmzUdY,26,36,train
playing recorder,n-UAHHlp68k,12,22,train
curling hair,n-VStoPlCvQ,106,116,train
throwing ball,n-a9XgmrgJA,19,29,train
archery,n-aZ_Emj758,18,28,train
dancing ballet,n-anxpvaj2M,27,37,train
playing trombone,n-b8CD4O6mM,0,10,train
bowling,n-bd8UKzO5I,4,14,train
baking cookies,n-brnbj1ggY,3,13,train
bungee jumping,n-c4ipHUImo,3,13,train
pull ups,n-c8-jT99fE,49,59,train
doing aerobics,n-c8Ji7CVGI,668,678,train
snorkeling,n-cOLNcAarI,241,251,train
playing squash or racquetball,n-ft9JTKDH4,4,14,train
kicking field goal,n-kXWNhvfSw,1,11,train
smoking,n-mKkBjJSwA,82,92,train
folding napkins,n-ng65Q1pZc,8,18,train
drinking,n-ouCJUzOpc,18,28,train
catching or throwing frisbee,n-sMOjMXVSA,99,109,train
playing harmonica,n-vMwQwq0ag,1,11,train
hitting baseball,n-wnwyaFtAw,46,56,train
skateboarding,n-xgldTyqxg,216,226,train
tasting beer,n0-KzOQ0BGU,109,119,train
welding,n0-T0YjgAWI,266,276,train
reading newspaper,n02R05Vrra4,4,14,train
mopping floor,n02pQ_ppn9g,10,20,train
long jump,n04zmLSrLpc,115,125,train
skateboarding,n05EGWrxGu4,135,145,train
playing cards,n06K8eS0ofs,531,541,train
trimming or shaving beard,n06zxeyEcJs,48,58,train
sticking tongue out,n08LTSvS47w,3,13,train
bee keeping,n0CaL00YnkA,94,104,train
garbage collecting,n0CdUpVdbqo,42,52,train
snowkiting,n0Cu-nmsG0s,2,12,train
shooting goal (soccer),n0Jjgm2_rLQ,0,10,train
eating burger,n0NNpKpqANk,13,23,train
sharpening pencil,n0NveLxvZ5U,19,29,train
springboard diving,n0Rgmr-TLe8,234,244,train
opening present,n0S4CchfpAs,2,12,train
gymnastics tumbling,n0SAxP1DYdY,5,15,train
canoeing or kayaking,n0SXSXW0Kbg,19,29,train
bandaging,n0TX_CSw1BE,38,48,train
golf putting,n0W62jUDyVw,2,12,train
playing xylophone,n0X-ph4T-vU,0,10,train
blasting sand,n0_UAcPiv0A,211,221,train
pull ups,n0aq5Rl6msw,140,150,train
eating chips,n0ar2lUGsvQ,20,30,train
brushing teeth,n0bYI5XViis,67,77,train
reading newspaper,n0dKcSNBLbo,81,91,train
finger snapping,n0dLANaxk1A,1,11,train
drop kicking,n0f3xrBbDbo,0,10,train
applauding,n0h0e77F0RQ,7,17,train
tossing salad,n0hH9cSIJ90,146,156,train
abseiling,n0hSUmDctC0,125,135,train
knitting,n0iyDR5FGVc,899,909,train
flying kite,n0jGdU70hfE,180,190,train
shot put,n0jlRH0z710,3,13,train
high jump,n0klq0EewrI,4,14,train
tango dancing,n0kmSRFfSWM,0,10,train
sailing,n0kpy0znkzw,11,21,train
dying hair,n0l9sRF2j3Y,107,117,train
cheerleading,n0lRP3d7VGw,177,187,train
snatch weight lifting,n0lcucYihTw,2,12,train
