label,youtube_id,time_start,time_end,split
making jewelry,t7PjAM1-L-s,18,28,validate
trimming or shaving beard,t7QEekFQI9U,14,24,validate
waiting in line,t7X2JHTMCl8,11,21,validate
tobogganing,t7ieFXz4wuE,1,11,validate
pushing car,t7lyq7ETF0Y,3,13,validate
somersaulting,t8_Dpyynb4Q,1,11,validate
tango dancing,t8w_38O-fWw,94,104,validate
skydiving,t931NPZZ02c,267,277,validate
playing kickball,t98Cp71GPD8,18,28,validate
riding mechanical bull,t9EZF58xIIA,3,13,validate
pushing cart,t9H7TyC8mgw,1,11,validate
testifying,t9gzCc6Eq-I,55,65,validate
stretching leg,t9kVYlmuP8U,1,11,validate
egg hunting,t9vRBv4iQxo,44,54,validate
faceplanting,tA2patyR1Pg,9,19,validate
mopping floor,tAHyrcBt8ZM,36,46,validate
side kick,tAOKE3n1kUI,41,51,validate
playing saxophone,tAQ57N-P4Uc,21,31,validate
egg hunting,tAeseOWjB3I,108,118,validate
shoveling snow,tAffztlKpiI,35,45,validate
answering questions,tAg6J13kdFI,4,14,validate
deadlifting,tAlGxratIzc,0,10,validate
deadlifting,tAn1JD4xFbc,7,17,validate
answering questions,tAnRE_25CsE,16,26,validate
answering questions,tAy33xmXZm0,564,574,validate
cooking on campfire,tB4u9f07jaU,137,147,validate
knitting,tBO3XuRwCZ4,63,73,validate
disc golfing,tBRrqseIDsY,209,219,validate
beatboxing,tBYysAW5lmA,300,310,validate
playing piano,tBlO3pzL1_0,51,61,validate
cleaning pool,tCBRYbVPJlo,6,16,validate
playing accordion,tCCzoeyYHbY,7,17,validate
playing kickball,tCXGqng9yJ8,282,292,validate
faceplanting,tChIbM9u7t0,3,13,validate
javelin throw,tD-wp39rjnE,12,22,validate
tap dancing,tD3UaRvcirU,48,58,validate
snowboarding,tDdXHUTEdXk,57,67,validate
blowing glass,tDmfTtpDF6Q,333,343,validate
pumping gas,tEGc7R4QsjE,2,12,validate
testifying,tEKCm7GcoHg,101,111,validate
punching person (boxing),tEdzFdrwopw,8,18,validate
stretching leg,tEmD7bOv-x4,11,21,validate
trapezing,tEqJ-hgla-Y,42,52,validate
feeding fish,tFWQxc750yE,108,118,validate
pull ups,tG2828BYwHc,1,11,validate
holding snake,tGTf6e7y9xE,172,182,validate
hurling (sport),tH1qCM-D2l4,545,555,validate
dribbling basketball,tI1t5ugTvGY,299,309,validate
front raises,tIG1Gbktl4M,12,22,validate
bandaging,tIk6KwTqxi4,346,356,validate
front raises,tJ7Y8VZR2R4,12,22,validate
dining,tJhDm9lHgrc,38,48,validate
skateboarding,tJiI2a5UpjQ,202,212,validate
zumba,tJpeCt2nakQ,168,178,validate
playing badminton,tJz980bJ3UI,65,75,validate
playing keyboard,tKqg8mhmugw,75,85,validate
cleaning floor,tKrB3gEHi9w,91,101,validate
contact juggling,tKyqXBjScds,5,15,validate
plastering,tL08ws00r-I,23,33,validate
brush painting,tLLparNKzfA,418,428,validate
applying cream,tLaGXcUF8n4,18,28,validate
cutting watermelon,tM5ycZJzQlw,21,31,validate
feeding goats,tMR9FkRQnBU,58,68,validate
feeding fish,tMkz0pzjtwE,98,108,validate
unboxing,tN_dEZaVyvQ,160,170,validate
blasting sand,tNaFZgjsnck,46,56,validate
faceplanting,tNc7TNzZ9VA,2,12,validate
holding snake,tNeMAaQ_J9U,4,14,validate
busking,tNl_KSEOksY,65,75,validate
hurling (sport),tNn6K7hp_qU,119,129,validate
carving pumpkin,tNr-tFCmC7o,138,148,validate
massaging legs,tOCg7fKNhRc,13,23,validate
cooking on campfire,tOFjNjQWsN4,52,62,validate
skateboarding,tOKC5b_LKMU,99,109,validate
eating ice cream,tOhzvOQSawg,6,16,validate
playing harmonica,tP-_e6K8FEA,259,269,validate
long jump,tP8kZJHcw4s,3,13,validate
folding napkins,tPsqABAegN8,16,26,validate
vault,tPuP0sIscHQ,11,21,validate
marching,tPvetT4bMy4,15,25,validate
washing hair,tQ2UE_9ERvA,79,89,validate
playing ice hockey,tQq8jNV61Is,17,27,validate
bee keeping,tQxCenlYRm8,105,115,validate
playing piano,tR3gnlWGiNU,4,14,validate
pushing wheelchair,tRDLInPlu50,71,81,validate
laying bricks,tREQGo8rNoA,58,68,validate
building shed,tRKp-HKBoqg,40,50,validate
cleaning windows,tRUMFWuAZt8,69,79,validate
counting money,tRxMkvj7oUE,4,14,validate
tapping guitar,tSFY2jfmdt8,28,38,validate
blowing out candles,tSKKYB6t51g,6,16,validate
setting table,tSQqcJqGplA,11,21,validate
cutting nails,tSZsAXi2_wI,39,49,validate
baby waking up,tSvENDgYfKk,38,48,validate
punching person (boxing),tTF7h1fwZeg,381,391,validate
building shed,tTPKcpw2Hys,130,140,validate
pushing cart,tTnSSf52RFM,2,12,validate
roller skating,tU24bPvAmx4,72,82,validate
petting animal (not cat),tV8xpJII1LM,86,96,validate
whistling,tVAE1d8npfA,96,106,validate
scrambling eggs,tVB5jD87g4s,100,110,validate
pushing cart,tVG1cCloXuM,4,14,validate
smoking,tVRcBK5xt34,18,28,validate
applying cream,tVcviCxEy10,380,390,validate
