label,youtube_id,time_start,time_end,split
applying cream,g29fncASAic,64,74,validate
juggling soccer ball,g2_QEO0IdH8,0,10,validate
waxing chest,g2cuHfJtXeY,351,361,validate
decorating the christmas tree,g2o8GND7J50,28,38,validate
snowkiting,g2pMXQNNRok,85,95,validate
canoeing or kayaking,g2xe9ZSqBSk,99,109,validate
laying bricks,g3-HHC8H0W0,16,26,validate
pull ups,g33Z7amSXQs,97,107,validate
biking through snow,g3GJvDqtfys,31,41,validate
peeling apples,g3K7fqEeKV0,120,130,validate
throwing discus,g3jkmJ90uW8,22,32,validate
gargling,g3viWM2c1iA,10,20,validate
surfing water,g42jMCq1E4Q,81,91,validate
hurdling,g48BOJHjdKE,1,11,validate
skydiving,g491BHPuB9o,233,243,validate
bending metal,g4LEYbdSxVY,117,127,validate
zumba,g4TI_iqWxmw,32,42,validate
dancing ballet,g4TcEFwzHN0,78,88,validate
whistling,g4gmYm7C7qY,77,87,validate
playing clarinet,g4wZMQnBc3Y,191,201,validate
diving cliff,g5UfAiZDh-U,41,51,validate
playing accordion,g5eC8EsmIXo,30,40,validate
milking cow,g62lUxQjt1E,115,125,validate
canoeing or kayaking,g6JbVxvMXV0,29,39,validate
massaging legs,g6QGSmlItjg,228,238,validate
braiding hair,g6YjwYGwSlI,110,120,validate
presenting weather forecast,g6ijV9r7G6Q,0,10,validate
snatch weight lifting,g6yI-BGpKYI,3,13,validate
capoeira,g7QIUKhWiKg,47,57,validate
swimming backstroke,g7cNSVP4Zcg,87,97,validate
playing flute,g85OdlEOBb0,3,13,validate
riding mule,g8EVBCC0ujY,37,47,validate
news anchoring,g8Shp9HRTow,174,184,validate
jetskiing,g8x1RhsrNyo,0,10,validate
dancing gangnam style,g9The-jgwLc,9,19,validate
sneezing,gA4C_6xvxmw,2,12,validate
golf driving,gAOsSDTkxhk,26,36,validate
driving tractor,gAPXeoLpKwA,19,29,validate
playing badminton,gAaHx-xUEwE,18,28,validate
shooting goal (soccer),gB1UwlVlAcA,24,34,validate
riding mountain bike,gB31XFXMk8Y,358,368,validate
diving cliff,gC2IT6Bc4ak,0,10,validate
water skiing,gC2_1cFF5FY,9,19,validate
golf putting,gC3rk_Vj7UY,29,39,validate
washing dishes,gC8W9tqmKUY,24,34,validate
playing harp,gCGT2L5jJoo,85,95,validate
tickling,gCj-R26j7J0,1386,1396,validate
swing dancing,gD7OsnKGgKU,27,37,validate
clapping,gDKdnrPkBQY,0,10,validate
playing bagpipes,gDSpCuBbwgw,125,135,validate
contact juggling,gDja8N6rRxU,3,13,validate
drinking,gDvxSxb3WuE,188,198,validate
sailing,gE2zO9OPR1s,40,50,validate
ice fishing,gE6ctap9n7A,28,38,validate
hoverboarding,gECUg9raoCE,15,25,validate
bobsledding,gEUUxU5jJ5M,0,10,validate
cracking neck,gEWC75dITlc,3,13,validate
abseiling,gGGlthnIB-4,36,46,validate
washing hair,gGIJXRLTp0I,46,56,validate
kicking field goal,gGJZQpSwLYY,5,15,validate
balloon blowing,gGwvSlrXhVE,4,14,validate
hula hooping,gGzjni9-aQI,3,13,validate
strumming guitar,gGzoOOi7u-c,17,27,validate
brushing hair,gHKQZvQ3RAk,47,57,validate
windsurfing,gHPuS-hLiEs,28,38,validate
cleaning windows,gHQKdzSPM_0,103,113,validate
washing feet,gHszFT6yEIc,143,153,validate
sticking tongue out,gI043glCEms,67,77,validate
rock climbing,gIDU0l_qJWs,175,185,validate
bouncing on trampoline,gIFkQJ7r0MI,0,10,validate
reading newspaper,gISBwrSiIp0,4,14,validate
pushing wheelchair,gIbzWyH_STg,6,16,validate
jetskiing,gIlHe-PXcQk,0,10,validate
playing cards,gInBISLnxJw,128,138,validate
playing bass guitar,gJFNNbxsCN8,104,114,validate
dancing macarena,gJcVljRRxGE,157,167,validate
petting animal (not cat),gJngcZXoG_A,14,24,validate
opening present,gJrgmHzo6XA,30,40,validate
cooking chicken,gK8xtIyC9gs,368,378,validate
eating doughnuts,gKMny71164Y,55,65,validate
feeding goats,gKeMeG5tqVs,15,25,validate
reading newspaper,gKqKWn6Nl0A,35,45,validate
punching person (boxing),gMIP_VRelEc,14,24,validate
eating ice cream,gMNNOrCnQOE,24,34,validate
triple jump,gNYfVck-t9s,3,13,validate
cleaning shoes,gOmvopr6Dfs,224,234,validate
carving pumpkin,gOxEEuOVXEw,91,101,validate
assembling computer,gPR-3s3pQFc,270,280,validate
pushing car,gPRS_-0KLfY,25,35,validate
marching,gPminU116rA,64,74,validate
reading book,gPtCrZSX7Ok,55,65,validate
frying vegetables,gPvhdLTEaEk,79,89,validate
blowing leaves,gQ1xn3JqPKw,4,14,validate
hoverboarding,gQK2cs6v9OQ,45,55,validate
digging,gQNKghxMU34,139,149,validate
krumping,gQW9JsOgF0I,64,74,validate
golf driving,gQhXAY6rS-s,9,19,validate
jogging,gQjTIrPQhnY,2,12,validate
making jewelry,gR19ZHzptSs,213,223,validate
giving or receiving award,gR1ZIQb00rE,229,239,validate
situp,gR8VhpL5ovk,55,65,validate
swimming butterfly stroke,gRWuPY9z12g,39,49,validate
frying vegetables,gRdLbNaqzuM,1,11,validate
dunking basketball,gRfuxZwBLrU,3,13,validate
playing organ,gRjTOfSFVCo,51,61,validate
swinging legs,gRppLFO9iiw,4,14,validate
golf chipping,gS34t5uqSZw,78,88,validate
playing bagpipes,gS5t7iaBXSE,3,13,validate
snorkeling,gSC5hZeax9A,42,52,validate
passing American football (in game),gSMM1fjD_xE,66,76,validate
reading book,gSXPZXHgzhU,0,10,validate
front raises,gSvtw9UWIFc,37,47,validate
kicking soccer ball,gTWSd0yKqZ8,22,32,validate
counting money,gTY0Wd3KayM,34,44,validate
sweeping floor,gTwElXrtxmw,2,12,validate
sled dog racing,gTx-YLwmr7E,18,28,validate
sticking tongue out,gU7l-VIR9tA,28,38,validate
front raises,gUE0mw5AGPQ,0,10,validate
blasting sand,gUZhHZK8Llo,142,152,validate
setting table,gUb4iLAfSVI,80,90,validate
playing saxophone,gV7ca6oVY3Y,4,14,validate
giving or receiving award,gV9ohiPwNHE,20,30,validate
playing clarinet,gWDyfGfWIqQ,3,13,validate
cooking chicken,gWVHLsGunZs,119,129,validate
opening bottle,gWd5AU5wP0k,41,51,validate
climbing tree,gWuSliJigSg,29,39,validate
building cabinet,gX3EtNLafMI,1003,1013,validate
motorcycling,gX9Ph4KzVKY,119,129,validate
jumpstyle dancing,gXePY8Lkiw4,40,50,validate
hopscotch,gXlnWMOApfI,126,136,validate
pushing car,gXr5bwJBN4c,4,14,validate
vault,gY-OJs_6Mc4,32,42,validate
swinging legs,gY2aoA_4Uz8,3,13,validate
throwing discus,gY5_XOy2cpQ,3,13,validate
eating carrots,gYAO5IxnTa4,22,32,validate
massaging person's head,gYa398oMlSQ,576,586,validate
getting a haircut,gZcc-bZpSKw,38,48,validate
sled dog racing,gZcuxB1WDXM,72,82,validate
side kick,gZtBcr-etnw,2,12,validate
holding snake,gZtIGav0u9c,65,75,validate
news anchoring,g_6DaO_fNlI,66,76,validate
bookbinding,g_8voALPxwQ,167,177,validate
catching or throwing baseball,g_G95YHhhu8,11,21,validate
playing drums,g_bE1BACx1c,12,22,validate
recording music,g_iJ_58OPcE,424,434,validate
cleaning windows,g_pXkgt618M,68,78,validate
hitting baseball,g_wHimPF9o8,21,31,validate
throwing ball,gaV0RxmYbOA,0,10,validate
eating hotdog,gafZUG1aNKI,70,80,validate
drinking,gaj407eSdSs,0,10,validate
brushing hair,gaunySZtkzA,20,30,validate
headbutting,gbRGBcYVkEw,9,19,validate
digging,gbRj69lsdPI,161,171,validate
jumping into pool,gbdN0yYj_pQ,2,12,validate
strumming guitar,gbkc1a6cAro,116,126,validate
cleaning toilet,gbt7JY3TrLA,9,19,validate
finger snapping,gc5b9GiUf7w,1,11,validate
surfing crowd,gcqeDmdy6Og,70,80,validate
doing laundry,gd7rxAc9hUA,60,70,validate
swimming backstroke,gdeAg8y3v_g,105,115,validate
making snowman,gdhLfVQ2ZGY,120,130,validate
opening bottle,gdmm2hTI4y4,1,11,validate
sticking tongue out,geOWVICngtw,101,111,validate
jogging,gf37sAjEfRc,13,23,validate
springboard diving,gf3g9YvSwP0,2,12,validate
making pizza,gfHCbDqMmm4,47,57,validate
skiing slalom,gfux7QZsXGg,172,182,validate
pushing car,gg4cxfYGnmc,1,11,validate
hitting baseball,gg5xRWjw3f8,97,107,validate
driving car,ggAtdTQHGIQ,133,143,validate
playing monopoly,ggPSQ8C9pdA,119,129,validate
drinking shots,ggpa3p4e8Os,3,13,validate
shaving legs,ggwpoVY-enk,18,28,validate
egg hunting,gh4An4hgFvw,37,47,validate
tasting beer,gh869ZKXJ6U,24,34,validate
tasting food,ghTXwIVvwpI,337,347,validate
swinging on something,ghX5PWawU9g,0,10,validate
snowmobiling,ghbDqytWjgM,34,44,validate
blowing leaves,ghcM43_7RMI,2,12,validate
egg hunting,ghfLJajy3PQ,31,41,validate
snowmobiling,ghi_5DtHYPY,1,11,validate
pumping gas,ghigOc34xF0,19,29,validate
taking a shower,ghscsauYOzM,36,46,validate
hula hooping,ghyrOj-64-I,1,11,validate
riding mule,gi-RZ_7fdw4,15,25,validate
slacklining,giZ60hswR6c,146,156,validate
hoverboarding,gicTnDJ5y7g,6,16,validate
hoverboarding,gid7_L3RGiU,4,14,validate
cheerleading,gj1J9mTxuu8,325,335,validate
long jump,gjLCxD0ebWA,11,21,validate
throwing discus,gjNdAGf_16Y,84,94,validate
assembling computer,gjSekXUt610,240,250,validate
hockey stop,gjUkPLqJ7JE,7,17,validate
eating burger,gj_7F2gns_M,11,21,validate
chopping wood,gkDcYXfkzkA,19,29,validate
brushing hair,gkNaCAQyU_0,34,44,validate
brushing hair,gl6H-pSUrp4,262,272,validate
feeding birds,glAQS4T9AYY,48,58,validate
laughing,glBkgK8wMJ4,7,17,validate
holding snake,glF3R-pYFp4,83,93,validate
pushing cart,glIq9KmXoYw,4,14,validate
playing bass guitar,glRQjS3tAXE,220,230,validate
petting animal (not cat),gl_W36nQJLM,26,36,validate
knitting,glcVei9aPXY,477,487,validate
headbutting,glw3qH0tyWs,3,13,validate
pushing car,gm5eN2P2dAI,12,22,validate
dribbling basketball,gmOUGQSpDaQ,2,12,validate
playing badminton,gmOw3Nu5hJY,178,188,validate
cleaning windows,gmRb11vMatc,45,55,validate
cooking on campfire,gmkO4PxvIao,93,103,validate
kicking field goal,gmu2hIbSySU,1,11,validate
snatch weight lifting,gn02r3wSqac,21,31,validate
skipping rope,gn97KDKen_U,53,63,validate
blowing leaves,gnEl1fb4WII,27,37,validate
sword fighting,gnPMxTPhJwg,206,216,validate
whistling,gneLomFHGvA,2,12,validate
clean and jerk,gnh-Gzl8QKY,44,54,validate
opening bottle,gnqDRRHbuI0,2,12,validate
jogging,go09t6e-YiU,32,42,validate
blowing out candles,go5_N9JnL0U,2,12,validate
shearing sheep,goe9-MhKtGA,1,11,validate
hitting baseball,goeDWOVL95g,2,12,validate
country line dancing,gog9Nyh9Gro,201,211,validate
playing chess,goohqGiYNyo,94,104,validate
riding scooter,gpMrtO-UtkQ,29,39,validate
tickling,gpVfM7tax9c,2,12,validate
playing trumpet,gpyUJCmt3vE,363,373,validate
making sushi,gqZz_sQ-lL0,193,203,validate
blowing nose,gqex7wJ6ZYU,6,16,validate
tobogganing,gqgDHvSQCbE,25,35,validate
rock scissors paper,gr0tgkKykCo,41,51,validate
trapezing,gr1Aef2YT2A,19,29,validate
setting table,gr3gPUttnqA,22,32,validate
playing cello,gsNLRX0NjIw,118,128,validate
sailing,gsvsIZR-POY,14,24,validate
exercising with an exercise ball,gtAyiYd5zTM,8,18,validate
running on treadmill,gtK3me1QW5s,0,10,validate
cartwheeling,gtK8EyYLFl0,1,11,validate
krumping,gtNouSeLNmA,2,12,validate
bench pressing,gtfY2jotzkY,89,99,validate
blowing nose,gu0QuD4zpzg,30,40,validate
swimming backstroke,gu0jpBi8jB4,175,185,validate
playing squash or racquetball,gu5RrztwfO8,56,66,validate
golf putting,gu9bsw3_YyY,50,60,validate
golf driving,guc6ZYTPj4s,6,16,validate
washing dishes,gui24yAU0bs,19,29,validate
cracking neck,guyXy9Z_8GQ,216,226,validate
washing feet,gvTLmmyBT58,58,68,validate
bouncing on trampoline,gw2PjMz-TJI,28,38,validate
biking through snow,gwEVTJ908SQ,21,31,validate
curling hair,gwNMVUlBUtY,68,78,validate
yoga,gwWJhGNzLvk,1,11,validate
blowing out candles,gw_M5A_Mww4,4,14,validate
snowboarding,gwboDtZErRc,149,159,validate
blowing out candles,gwv0exc4aw4,29,39,validate
sign language interpreting,gxAPGH1IOj0,104,114,validate
playing kickball,gxLOV__s9wU,549,559,validate
playing controller,gxbUZcsy4EA,97,107,validate
diving cliff,gyNL-5vabAs,1,11,validate
surfing crowd,gz51XLNa2QY,4,14,validate
stomping grapes,gzAmaRypLyI,62,72,validate
playing didgeridoo,gzQxyKiMNYI,32,42,validate
hammer throw,gzTl7f4HBkk,10,20,validate
juggling fire,gzcAz0dHQ5M,70,80,validate
applauding,gzpT3lhceeo,89,99,validate
unloading truck,gzyFcuuTYFo,22,32,validate
cheerleading,h-JWFxsDg7Y,650,660,validate
playing cricket,h-cG1nRsSdk,1,11,validate
blowing nose,h-ekL4jR214,0,10,validate
parkour,h-ueiKXG9WU,89,99,validate
balloon blowing,h0MI8Bx0HHY,14,24,validate
juggling fire,h0hWLeapYwI,1,11,validate
bouncing on trampoline,h0vpjGPBeNo,32,42,validate
sneezing,h0x_2pEWWc0,0,10,validate
clapping,h11nI-9JZOA,3,13,validate
hurdling,h1O1_-BDYGQ,1,11,validate
