label,youtube_id,time_start,time_end,split
arm wrestling,5fbWhUMiRoc,49,59,train
bench pressing,5fcyyIq6QA0,7,17,train
doing laundry,5fdjeWMVscM,33,43,train
testifying,5fdoTliqIoM,52,62,train
parasailing,5feBXeK8CH8,11,21,train
playing harp,5fez0x1C_pE,32,42,train
playing guitar,5ffvZlxbWGg,32,42,train
contact juggling,5fg7agnSVhE,0,10,train
massaging back,5fgFJ4UOi0g,1,11,train
making snowman,5fgwXeNHrX4,269,279,train
trapezing,5fjQqgCSXlE,23,33,train
cutting watermelon,5fjRMr0149g,9,19,train
arm wrestling,5flbgTHaqak,107,117,train
spinning poi,5fmwFKdoqB0,76,86,train
abseiling,5fmxORDrj1U,123,133,train
snowmobiling,5foY7XzlTAE,5,15,train
jetskiing,5fokyAgQNWI,18,28,train
pull ups,5fot95w8NGM,0,10,train
golf chipping,5fp3d2NLJFw,74,84,train
texting,5fr8IrjTuFA,17,27,train
texting,5fscaJIpOKc,68,78,train
playing squash or racquetball,5fuB5fsTsAo,166,176,train
playing cricket,5fuGNz-kqXk,0,10,train
making snowman,5fvp0jSQvNA,2,12,train
ski jumping,5fx_fnzBAbA,39,49,train
sign language interpreting,5fyaoaTb-X8,1593,1603,train
sneezing,5g0f9eDaPg4,115,125,train
salsa dancing,5g2kBuYbO5o,25,35,train
eating spaghetti,5g5-CEgjWNA,5,15,train
cheerleading,5g53dO2zvdc,86,96,train
eating spaghetti,5g5UsoTDTU0,0,10,train
carving pumpkin,5g5x18wsRfk,299,309,train
whistling,5g6tIS69qgo,210,220,train
throwing discus,5g7bqiT7Y3c,0,10,train
bending back,5g7jrKGrqd8,2,12,train
hockey stop,5g7sniow5Hs,4,14,train
dying hair,5g8KH8VcQfw,990,1000,train
flying kite,5g9VLiM5vGg,0,10,train
slacklining,5g9kDgtYZfw,91,101,train
hurling (sport),5gCtWoDihvY,5,15,train
canoeing or kayaking,5gESozOzw9M,1049,1059,train
eating ice cream,5gFmzOseaCY,105,115,train
cooking chicken,5gGBrHk1qQA,52,62,train
headbanging,5gGqxS557WY,7,17,train
playing basketball,5gImUuqRNS4,78,88,train
juggling balls,5gJYhK60lug,61,71,train
exercising arm,5gN4TT-JSOY,2,12,train
getting a tattoo,5gOrKs9Vf4M,1,11,train
getting a tattoo,5gQLw93173Q,23,33,train
