label,youtube_id,time_start,time_end,split
blasting sand,H8WWknTZUmA,16,26,validate
trimming trees,H8XrS1ZADGw,32,42,validate
playing guitar,H9XWa152whU,333,343,validate
ripping paper,H9f_vzBeOk4,15,25,validate
smoking hookah,H9iEwse1efk,43,53,validate
folding paper,HA0DKvdWLws,296,306,validate
reading book,HA8xX_KydXI,204,214,validate
gargling,HAPBKE3Qo5A,217,227,validate
mowing lawn,HAPBtb51NRM,53,63,validate
extinguishing fire,HAZdxvYWoQM,22,32,validate
situp,HAcnxe-SX88,125,135,validate
swinging legs,HAhp3ac4sdQ,27,37,validate
pumping gas,HAoqghtd0xU,0,10,validate
snowmobiling,HB8nCXxQlk8,36,46,validate
feeding birds,HB8sRMIKU9k,4,14,validate
writing,HBFln_FTab4,138,148,validate
spray painting,HB_kETrS2V8,71,81,validate
balloon blowing,HB_pjEi1YXA,71,81,validate
playing didgeridoo,HBaiiL17ai0,137,147,validate
playing trombone,HBegrZBLpog,300,310,validate
windsurfing,HC2fQDui1lU,95,105,validate
jumpstyle dancing,HCGF6ifeHlM,249,259,validate
climbing ladder,HCKNmc0X0kQ,1,11,validate
playing keyboard,HCKpMfnxRGc,4,14,validate
cooking egg,HCmP-G7_fJU,228,238,validate
breakdancing,HCs5Vj6Zy0I,4,14,validate
decorating the christmas tree,HCvhz5HkpF4,78,88,validate
recording music,HD5zF3Sl-Tk,5,15,validate
cheerleading,HD6mkc5NsHI,8,18,validate
push up,HDaWPTiOt9M,102,112,validate
diving cliff,HDhAiHLk-aM,58,68,validate
blowing leaves,HDqZ2xBL3Xs,33,43,validate
watering plants,HDvYv4uXxkY,38,48,validate
grooming dog,HE0tYDSVFdo,111,121,validate
hugging,HE9Rrza-PCs,54,64,validate
throwing ball,HEsg0rwPF_Y,7,17,validate
gargling,HEumuqTEj1I,122,132,validate
jumpstyle dancing,HEx-zMgJMHk,20,30,validate
bobsledding,HEzOWxsrKZo,60,70,validate
sword fighting,HFHdSUu1iJ4,66,76,validate
tasting beer,HFvJytpTwV4,8,18,validate
long jump,HHVzBgnHyLA,9,19,validate
washing feet,HHcQP_GToSQ,57,67,validate
playing cymbals,HHeSNEDxp8s,211,221,validate
flipping pancake,HIBxq2P0BL0,4,14,validate
assembling computer,HIJXmZQOnLQ,257,267,validate
waxing legs,HIQVoZW1-6E,11,21,validate
lunge,HIt3PhUz32w,2,12,validate
bending back,HJO_qH_-eFY,3,13,validate
opening bottle,HJXT067oOi8,0,10,validate
tying bow tie,HJcaDaD7EIo,113,123,validate
passing American football (in game),HL02WfHzH1s,3,13,validate
opening present,HLfyetIn9aw,12,22,validate
playing harp,HLmlw-2TBtA,5,15,validate
riding scooter,HM8kG41FjXg,22,32,validate
eating spaghetti,HM9BP-QR8xk,61,71,validate
making pizza,HMDdRXNGIIY,100,110,validate
playing keyboard,HMGTnQyF2j8,167,177,validate
belly dancing,HMxe85Qi6nI,20,30,validate
stretching arm,HN6A0mT9kuc,0,10,validate
changing oil,HNKsiYx25H4,190,200,validate
cutting watermelon,HNPzn5fY0H0,105,115,validate
trimming or shaving beard,HNSo-aueVd8,798,808,validate
pumping gas,HNYVwnuxvhY,79,89,validate
opening present,HNffxU7uoas,1,11,validate
ironing,HNga-NKosE8,192,202,validate
cooking sausages,HNkY4GBFk4w,21,31,validate
riding scooter,HNyH3m-EhT0,0,10,validate
tying bow tie,HOEFQ-iJjeg,9,19,validate
dancing charleston,HOT-VMsTl70,90,100,validate
making bed,HOh2eJLxqT0,210,220,validate
texting,HOmqEC1X8Xk,7,17,validate
mopping floor,HOowDO2XIqk,0,10,validate
arranging flowers,HP4KxKEJFyE,128,138,validate
riding scooter,HP9a4O81Bbk,14,24,validate
high jump,HPFJe6qRFaA,14,24,validate
punching bag,HPHxxvmYmCw,4,14,validate
cleaning gutters,HPPi3nrISZk,110,120,validate
dining,HPsdTRzoc9Q,257,267,validate
stretching leg,HQQ3MEOrZPs,1,11,validate
making snowman,HQWHXhlZpgk,63,73,validate
blowing glass,HQcwW5TErg4,289,299,validate
egg hunting,HQfH9g-X1NM,11,21,validate
paragliding,HQj_YmhlaiY,57,67,validate
throwing ball,HQuJXV8EsAs,1,11,validate
recording music,HR_w7PNiW9w,38,48,validate
peeling apples,HTKSQyN_sgc,7,17,validate
passing American football (not in game),HTOc9BM98sM,1,11,validate
playing controller,HTbX6Q3nrPE,314,324,validate
blowing nose,HTe9MGWQlH4,44,54,validate
tasting beer,HU5RtkxEFIo,330,340,validate
filling eyebrows,HUJV8N6KveU,274,284,validate
building shed,HUOtyUKOE1o,208,218,validate
playing harmonica,HUiafDe-xTo,208,218,validate
playing badminton,HUrm5gkDREc,126,136,validate
catching or throwing frisbee,HV0Hs4UysUM,4,14,validate
playing flute,HVJa3eWKORA,16,26,validate
parasailing,HVwoW5681fM,13,23,validate
surfing water,HWIFTNbNOTk,130,140,validate
clapping,HWUgGm8xdjE,5,15,validate
whistling,HWxZHHT__l4,255,265,validate
news anchoring,HXIMrqTaqQc,11,21,validate
arranging flowers,HXO-kYx2rsQ,11,21,validate
disc golfing,HXhYD9z_DlE,61,71,validate
cooking chicken,HXv-lYGMek8,85,95,validate
playing cricket,HY5GbJYXcJg,77,87,validate
running on treadmill,HYJ24ivyLsU,46,56,validate
playing cards,HZGhG2zhCAY,101,111,validate
pumping fist,HZT1Dw3IMHQ,25,35,validate
clay pottery making,HZqschSBWyc,64,74,validate
taking a shower,H_2h3E1IQfY,6,16,validate
water skiing,H_L6pJHyTQ0,9,19,validate
eating burger,H_NY15UfFYM,15,25,validate
using segway,H_cqBai9MaY,2,12,validate
finger snapping,H_fQOpbZlBM,111,121,validate
braiding hair,H_fgkFci07w,179,189,validate
driving tractor,H_nsxUxHjB8,227,237,validate
cleaning toilet,HaMdW_1XhUU,2,12,validate
pole vault,HaikY17MPVI,10,20,validate
celebrating,HalzlyEFtFM,94,104,validate
recording music,Hayh4HXWrnQ,6,16,validate
running on treadmill,HazUCD_GWTw,0,10,validate
fixing hair,HbPj76ABWFI,1,11,validate
playing cards,HbmeFRtZqSs,225,235,validate
shaving legs,Hc6ZwhfXLR4,82,92,validate
juggling fire,HcQegzTtnsM,4,14,validate
kitesurfing,HcVm9mHEQnA,188,198,validate
parasailing,Hd-0a1vFjI0,3,13,validate
eating chips,Hd9_DTFGGjI,124,134,validate
using remote controller (not gaming),HdcvcBxZMno,21,31,validate
playing violin,Hdf2WLugHVA,11,21,validate
frying vegetables,HdjHf9vHMok,322,332,validate
high jump,HdyaBcmln2c,20,30,validate
country line dancing,He01a0PGo1g,103,113,validate
swinging legs,He3yQ9Fr3lI,7,17,validate
faceplanting,HeEsL9yTiKg,33,43,validate
hurdling,HeHaCIdpRdo,6,16,validate
wrapping present,HeJ7huTXaQM,2,12,validate
washing hair,HeXTdnspxR4,108,118,validate
playing accordion,HehkBOvgFAY,81,91,validate
swimming butterfly stroke,HfV6SZmI8-c,7,17,validate
grooming horse,Hf_wwUaiUgI,197,207,validate
cleaning toilet,HfeoResQnwg,195,205,validate
filling eyebrows,Hfr7B5iDOz4,176,186,validate
high kick,Hg6I3C4T8cQ,2,12,validate
waxing back,HgCI6VFMGiw,2,12,validate
gymnastics tumbling,HgXFcLXtr_A,5,15,validate
crossing river,HgeA3aDC5ww,117,127,validate
welding,Hgo7xkutPno,59,69,validate
playing kickball,HhRzYKEy2zw,42,52,validate
shining shoes,HhW13wPky1U,556,566,validate
assembling computer,Hi5qm1bUMK8,11,21,validate
brush painting,Hi_KCJa55sM,165,175,validate
cleaning gutters,HihF3GPhvhA,117,127,validate
shaving legs,HjQIihs-zIU,32,42,validate
shredding paper,Hji79spLGcY,106,116,validate
bungee jumping,HkHZKeM77-M,139,149,validate
push up,HkYNX9YpVtk,1,11,validate
opening present,Hkps87fGZxM,5,15,validate
tickling,HlGpoVti28o,9,19,validate
