label,youtube_id,time_start,time_end,split
snorkeling,IEI9GamhYQ8,0,10,train
juggling soccer ball,IEIY3v0tqLY,2,12,train
ripping paper,IEJGaPaYya4,0,10,train
riding elephant,IEPYJyHfP2E,277,287,train
playing chess,IEQz5RoO61E,50,60,train
stretching arm,IESHP81AgT8,134,144,train
grooming dog,IEXqDTr4yJA,6,16,train
hammer throw,IEXuJduvWl8,72,82,train
headbanging,IEYECPWMBWI,3,13,train
playing didgeridoo,IEYLKRh6cEI,358,368,train
snowkiting,IEZm6BOajcI,59,69,train
waxing back,IE_zbrlvnL0,4,14,train
tobogganing,IEa3DPdLwbA,22,32,train
unloading truck,IEceMobIt0U,4,14,train
jumpstyle dancing,IEeLRjOUH_w,5,15,train
bartending,IEhU63CR8Wg,273,283,train
high kick,IEkADhOKb6g,3,13,train
dancing gangnam style,IEkCc5SOKkE,103,113,train
crossing river,IEkUKePKvTc,15,25,train
presenting weather forecast,IEkgWDT8wYc,3,13,train
tai chi,IEkq-Z6qZu0,510,520,train
stomping grapes,IEkvnelwTxI,147,157,train
blowing nose,IElNQlONsmU,2,12,train
windsurfing,IElOkD0k4Qc,114,124,train
riding camel,IEnCR1Pw3wc,46,56,train
playing saxophone,IEoN_Ga6mBs,169,179,train
dining,IEpr2t77wqU,389,399,train
grooming dog,IEtCboPbTXI,53,63,train
playing squash or racquetball,IEyD_2-xtA0,408,418,train
swimming butterfly stroke,IEyKTOK4NA0,40,50,train
playing accordion,IEyT0XRPyhs,68,78,train
ski jumping,IF0Ggcc2tqg,81,91,train
robot dancing,IF1Ec4XA4_o,156,166,train
shuffling cards,IF1QQE65wZ8,6,16,train
decorating the christmas tree,IF2-Pb67_XQ,136,146,train
snowboarding,IF4Fi_XniUk,4,14,train
situp,IF5E3hrTv6U,3,13,train
folding paper,IF5jEI59JF4,87,97,train
headbanging,IF67dzduvxg,150,160,train
crawling baby,IF7U-Y6vAwU,0,10,train
petting animal (not cat),IF93PTwJs7E,200,210,train
skiing crosscountry,IFAUJ4PXBqI,76,86,train
using computer,IFB4y85dPTY,39,49,train
tap dancing,IFCOo7JLLJo,18,28,train
jumping into pool,IFD_OjFd47c,40,50,train
riding a bike,IFH6JqXJh7M,9,19,train
decorating the christmas tree,IFHddYH9i8M,2,12,train
sled dog racing,IFJ6q2WW9aA,245,255,train
decorating the christmas tree,IFJnE7cIo8A,8,18,train
texting,IFN1iZGVkSw,55,65,train
sanding floor,IFPQHBc7FPc,6,16,train
swimming breast stroke,IFPVfEyW0tM,25,35,train
cleaning toilet,IFRLD8h1l4M,105,115,train
tasting food,IFVZHyB_nb8,0,10,train
petting cat,IFVb3eDrmBg,12,22,train
skiing crosscountry,IFVh39S3OZo,483,493,train
singing,IFVvCJp6XAI,98,108,train
smoking,IFWvnW3KLYU,48,58,train
washing hands,IFY-vNMLcRQ,9,19,train
shaving legs,IFYbwOm288E,121,131,train
situp,IFaJ6R2MKHY,3744,3754,train
getting a haircut,IFdxfctr_Eo,29,39,train
bouncing on trampoline,IFiT_so8-iw,52,62,train
pushing wheelchair,IFjSKct8bCs,36,46,train
playing bass guitar,IFlqQA7LYz8,189,199,train
tossing coin,IFlzrgG7oY8,16,26,train
playing basketball,IFm2rSIp7Vs,255,265,train
bowling,IFoSwrdSp1Y,4,14,train
high kick,IFpbSEhZAdY,77,87,train
golf chipping,IFprw2Onyfk,116,126,train
headbutting,IFpsXc78CY8,17,27,train
doing laundry,IFquEZNyfaM,137,147,train
abseiling,IFrFOmnamHw,42,52,train
cooking chicken,IFsYSZhf7xY,234,244,train
braiding hair,IFsfaEjQ0kY,10,20,train
playing chess,IFsxP3HSWK0,61,71,train
wrapping present,IFtHr_jNtIQ,43,53,train
skiing (not slalom or crosscountry),IFuHGAAgg3s,2,12,train
laughing,IG0JY0a23uA,124,134,train
flying kite,IG0NgKgXJVA,16,26,train
weaving basket,IG1O0pbpj9E,1059,1069,train
feeding fish,IG1l6eqhN6M,1,11,train
dancing charleston,IG3T__mTJlo,4,14,train
unboxing,IG6_Vt-pgiE,48,58,train
bench pressing,IG71aOJQR60,7,17,train
playing tennis,IG7YkDBGrsM,264,274,train
blasting sand,IG86mSNSvQw,2,12,train
ski jumping,IGAmZByY6HA,169,179,train
finger snapping,IGCMAZGEgsE,1,11,train
air drumming,IGHdEO1cnhI,1,11,train
brushing teeth,IGHpI5LRzuk,54,64,train
playing trombone,IGJZnMwB2Vk,265,275,train
eating burger,IGK5xUO-MQM,156,166,train
cooking chicken,IGM_QctKLWY,553,563,train
front raises,IGRLlPjYcWE,4,14,train
baby waking up,IGR_ZVU7A9I,3,13,train
breading or breadcrumbing,IGS1siCZMw8,213,223,train
mopping floor,IGSzEUnMoHk,98,108,train
bobsledding,IGTZh8ROmHM,22,32,train
cleaning gutters,IGUr3obah1U,9,19,train
pumping gas,IGVPUVfOz_8,115,125,train
riding or walking with horse,IGW5PS5yqho,6,16,train
javelin throw,IGXq7a7Jl7s,116,126,train
milking cow,IGYxIxJboEQ,1,11,train
high kick,IGcNvy6r_wU,63,73,train
climbing tree,IGczR2AGrds,10,20,train
playing trumpet,IGd26mBfW0E,5,15,train
riding mechanical bull,IGeHes9scak,3,13,train
ski jumping,IGfD58au90A,0,10,train
stretching leg,IGiI4ACP4lc,32,42,train
golf chipping,IGlR_-CO-Zo,144,154,train
playing kickball,IGqDqsP36Cs,2,12,train
playing cello,IGtGKyNyP5o,24,34,train
skiing slalom,IGtnkIuESQY,12,22,train
throwing discus,IGtoBKDKTR4,0,10,train
catching or throwing frisbee,IGu0Lejvdy0,4,14,train
braiding hair,IGuO8U5mvV4,44,54,train
ski jumping,IGumkZuiAwY,13,23,train
playing poker,IGwcPVFqTuU,74,84,train
tasting beer,IGwjJdNuryk,295,305,train
balloon blowing,IGwq4AI8Y38,318,328,train
sanding floor,IGytCjsPcJ8,208,218,train
krumping,IGzPkUjNi1w,152,162,train
playing accordion,IGzSM_2579k,138,148,train
disc golfing,IH-Dnn3-G_w,3,13,train
air drumming,IH0pihMOnLk,30,40,train
walking the dog,IH1F8on5meg,4,14,train
playing bagpipes,IH2BelDa1K4,115,125,train
tapping pen,IH2j9jCLSMo,92,102,train
cleaning pool,IH3Jpa3bJXY,211,221,train
jumpstyle dancing,IH5lD0ldzfk,154,164,train
snowboarding,IH6-a0sTrng,108,118,train
ironing,IH7Q1HteZrI,123,133,train
applauding,IHD9CBoZei0,2,12,train
feeding fish,IHDRKmpI-p8,37,47,train
robot dancing,IHFe4LIbcYo,178,188,train
washing feet,IHHFicUx4Rw,70,80,train
extinguishing fire,IHHOrjPw4Ow,195,205,train
surfing crowd,IHICNk6QcG8,22,32,train
swimming butterfly stroke,IHJaMgODHhg,9,19,train
using remote controller (not gaming),IHKW6_E2XfQ,27,37,train
applying cream,IHM2_3O_yhg,61,71,train
sled dog racing,IHQ2BRP5yyg,21,31,train
sled dog racing,IHQsvUBGC9Y,279,289,train
doing nails,IHRlOHIgprU,110,120,train
pumping fist,IHSQrd80UBg,6,16,train
tossing coin,IHV0y-dKiNQ,1,11,train
trimming or shaving beard,IHV2CoJWpqI,175,185,train
gymnastics tumbling,IHWNAO3fGLk,3,13,train
grinding meat,IHXjCsap8xY,25,35,train
sweeping floor,IHYAfmJk7yY,52,62,train
front raises,IHYjBTQPH0o,12,22,train
headbanging,IH_6hWmR0rQ,5,15,train
presenting weather forecast,IHb6bOm57U0,73,83,train
