label,youtube_id,time_start,time_end,split
massaging feet,gZdcRaPIS9I,661,671,train
scrambling eggs,gZddFgX5sqI,73,83,train
playing ukulele,gZekzuQS2D0,58,68,train
drinking beer,gZiK8PcSlr4,34,44,train
crossing river,gZkeXsdtHWg,36,46,train
cartwheeling,gZoV2cL3llA,0,10,train
peeling apples,gZpD9sM1m2Q,44,54,train
catching or throwing softball,gZqmPiW44n0,9,19,train
cleaning gutters,gZvDkuuKtmc,23,33,train
dribbling basketball,gZyu2WqRCAI,1,11,train
juggling fire,gZzZp1FKuzM,9,19,train
bouncing on trampoline,g_-Qlr12OSA,275,285,train
laughing,g_1hmqW_PKE,163,173,train
playing drums,g_3W2SOnKdg,549,559,train
tai chi,g_3wN38BXGQ,20,30,train
skiing (not slalom or crosscountry),g_4BEMqdlM4,492,502,train
dunking basketball,g_4QYhHvUnc,0,10,train
breading or breadcrumbing,g_65nWqQUA4,299,309,train
shot put,g_6O0iLahDQ,3,13,train
bungee jumping,g_71rHz_d-s,104,114,train
sharpening pencil,g_7dC1Knpzk,2,12,train
windsurfing,g_7koBIJTp4,107,117,train
air drumming,g_7nMPUiJJU,48,58,train
tai chi,g_8EZ5d2riI,41,51,train
snorkeling,g_8KyaDuqvg,57,67,train
rock climbing,g_8zsVShBP8,71,81,train
climbing ladder,g_9Gazrr_h0,11,21,train
picking fruit,g_EW3WxEYNE,72,82,train
tasting food,g_GibK6pCKY,412,422,train
tossing salad,g_GnYZ0-1Nc,388,398,train
riding mule,g_IIkSRtKpE,94,104,train
decorating the christmas tree,g_IlUhk-XTA,477,487,train
ripping paper,g_LE68MOd5c,1,11,train
riding or walking with horse,g_NGzsShUCU,101,111,train
shaking head,g_NV3HTR0ts,6,16,train
playing accordion,g_R6LsX5BLU,1,11,train
playing trombone,g_RJWfmtwSI,0,10,train
finger snapping,g_RtVxEgk40,108,118,train
getting a tattoo,g_SEqEIWbbw,15,25,train
tap dancing,g_SGv35QudI,0,10,train
reading newspaper,g_Sg8EyieBA,2,12,train
cleaning shoes,g_Ua42vH-GQ,107,117,train
